103.679,126.797,110.378
30.7376,82.6789,111.931
157.39,211.94,55.8658
68.4559,166.857,234.109
103.095,233.704,242.291
225.258,84.5481,48.8634
92.4925,67.3817,245.568
47.6519,52.3546,62.5681
63.4407,110.309,175.976
85.2404,158.831,192.444
168.949,7.50964,64.2406
24.3267,38.2472,146.919
136.258,195.637,103.86
192.124,9.09275,15.7164
171.233,112.188,249.421
158.524,82.4456,78.9689
207.387,174.938,146.351
197.954,222.59,198.705
5.52258,31.0306,54.0139
181.499,116.271,212.845
118.943,30.2199,220.355
183.183,54.5466,3.60182
75.1026,190.805,199.239
178.962,127.928,208.331
194.679,44.161,65.5191
189.099,202.684,147.965
13.0682,155.071,67.9027
159.419,98.0258,35.4926
103.124,103.548,66.5232
157.138,30.0471,182.794
114.983,148.99,213.014
80.3374,77.1729,12.5607
83.9392,152.275,203.365
28.1779,76.2376,76.2938
236.509,15.9162,120.455
47.0285,205.015,68.1393
194.993,218.084,223.211
7.89592,122.502,66.2365
43.3885,225.626,169.785
109.912,127.764,199.832
37.706,242.747,93.8217
250.72,68.0844,170.995
8.28082,152.024,68.27
211.646,180.201,144.508
32.94,161.711,160.424
153.395,208.739,110.439
221.534,148.732,73.5229
189.745,156.628,196.025
0.981197,200.017,166.652
170.766,54.9287,39.4157
115.598,92.6347,27.1627
209.42,88.3548,95.2471
125.414,96.6356,247.271
193.684,53.2818,172.472
83.192,86.2218,79.1829
243.616,239.617,32.9222
99.055,206.151,181.655
172.578,140.895,83.2831
113.603,141.877,28.3
25.2547,57.6426,83.2287
64.6704,173.241,175.863
91.8331,127.661,9.21814
187.08,253.075,105.854
179.351,191.759,159.136
96.8229,19.9513,245.357
176.006,8.56706,229.974
208.928,107.622,181.124
135.583,25.2,67.0198
218.866,138.803,208.896
247.166,164.058,11.539
75.3944,228.728,184.78
251.258,65.5612,57.4402
5.4759,252.641,55.5151
111.33,176.992,247.274
15.4651,18.8151,12.2257
5.82244,194.821,20.7927
235.796,148.749,128.415
161.921,29.3316,153.615
228.941,248.197,37.4179
182.837,240.363,201.476
194.376,60.7575,175.204
124.156,57.0152,240.765
181.596,62.4911,238.406
237.111,173.821,160.399
229.385,189.286,179.214
241.611,195.108,119.035
7.40381,175.905,12.7837
135.819,82.8255,42.1153
34.4334,56.7661,35.3127
71.8514,239.603,20.6757
18.3271,178.979,81.4332
193.531,48.1347,138.448
179.296,229.731,200.94
162.702,211.842,119.76
68.1012,186.227,54.0463
247.315,172.838,249.155
111.35,180.242,170.059
124.133,61.0606,252.885
166.249,95.494,54.6509
201.561,167.345,39.2539
